drug,agegroup,freq,match,rule,pubs_index
Respiratory Syncytial Virus Vaccine,11-17,5.0,0,no_match,
Resveratrol,0-2,0.0,0,no_match,
Resveratrol,3-10,0.0,0,no_match,
Resveratrol,11-17,2.0,0,no_match,
Retapamulin,0-2,187.0,1,exact_full,2808.0
Retapamulin,3-10,599.0,1,exact_full,2808.0
Retapamulin,11-17,741.0,1,exact_full,2808.0
Rhizopus Allergen Extract,0-2,0.0,0,no_match,
Rhizopus Allergen Extract,3-10,0.0,0,no_match,
Rhizopus Allergen Extract,11-17,4.0,0,no_match,
Rho(D) Immune Globulin,0-2,0.0,1,exact_full,2005.0
Rho(D) Immune Globulin,3-10,0.0,1,exact_full,2005.0
Rho(D) Immune Globulin,11-17,22.0,1,exact_full,2005.0
Ribavirin,0-2,0.0,1,exact_full,1293.0
Ribavirin,3-10,9.0,1,exact_full,1293.0
Ribavirin,11-17,40.0,1,exact_full,1293.0
Ribociclib,0-2,0.0,1,exact_full,3073.0
Ribociclib,3-10,28.0,1,exact_full,3073.0
Ribociclib,11-17,25.0,1,exact_full,3073.0
Riboflavin,0-2,9.0,1,exact_full,1294.0
Riboflavin,0-2,9.0,1,exact_full,1295.0
Riboflavin,3-10,74.5,1,exact_full,1294.0
Riboflavin,3-10,74.5,1,exact_full,1295.0
Riboflavin,11-17,431.5,1,exact_full,1294.0
Riboflavin,11-17,431.5,1,exact_full,1295.0
Riboflavin 5-Phosphate,0-2,0.0,1,fuzzy_base:100.0,1294.0
Riboflavin 5-Phosphate,0-2,0.0,1,fuzzy_base:100.0,1295.0
Riboflavin 5-Phosphate,3-10,1.0,1,fuzzy_base:100.0,1294.0
Riboflavin 5-Phosphate,3-10,1.0,1,fuzzy_base:100.0,1295.0
Riboflavin 5-Phosphate,11-17,0.0,1,fuzzy_base:100.0,1294.0
Riboflavin 5-Phosphate,11-17,0.0,1,fuzzy_base:100.0,1295.0
Riboflavin 5-Phosphate;Riboflavin 5-Phosphate,0-2,0.0,1,fuzzy_base:100.0,1294.0
Riboflavin 5-Phosphate;Riboflavin 5-Phosphate,0-2,0.0,1,fuzzy_base:100.0,1295.0
Riboflavin 5-Phosphate;Riboflavin 5-Phosphate,3-10,0.0,1,fuzzy_base:100.0,1294.0
Riboflavin 5-Phosphate;Riboflavin 5-Phosphate,3-10,0.0,1,fuzzy_base:100.0,1295.0
Riboflavin 5-Phosphate;Riboflavin 5-Phosphate,11-17,9.0,1,fuzzy_base:100.0,1294.0
Riboflavin 5-Phosphate;Riboflavin 5-Phosphate,11-17,9.0,1,fuzzy_base:100.0,1295.0
Rifabutin,0-2,23.0,1,exact_full,2254.0
Rifabutin,3-10,53.0,1,exact_full,2254.0
Rifabutin,11-17,342.0,1,exact_full,2254.0
Rifampin,0-2,997.0,1,exact_full,1297.0
Rifampin,3-10,2858.0,1,exact_full,1297.0
Rifampin,11-17,5408.0,1,exact_full,1297.0
Rifapentine,0-2,7.0,1,exact_full,2011.0
Rifapentine,3-10,90.0,1,exact_full,2011.0
Rifapentine,11-17,229.0,1,exact_full,2011.0
Rifaximin,0-2,75.5,1,exact_full,2012.0
Rifaximin,0-2,75.5,1,exact_full,2013.0
Rifaximin,3-10,820.5,1,exact_full,2012.0
Rifaximin,3-10,820.5,1,exact_full,2013.0
Rifaximin,11-17,2183.0,1,exact_full,2012.0
Rifaximin,11-17,2183.0,1,exact_full,2013.0
Rilonacept,0-2,8.0,1,exact_full,2862.0
Rilonacept,3-10,31.0,1,exact_full,2862.0
Rilonacept,11-17,69.0,1,exact_full,2862.0
Rilpivirine Hydrochloride,0-2,0.0,1,exact_base,2773.0
Rilpivirine Hydrochloride,3-10,0.0,1,exact_base,2773.0
Rilpivirine Hydrochloride,11-17,68.0,1,exact_base,2773.0
Riluzole,0-2,0.0,1,exact_full,2014.0
Riluzole,3-10,6.0,1,exact_full,2014.0
Riluzole,11-17,125.0,1,exact_full,2014.0
Rimantadine Hydrochloride,0-2,1.0,1,exact_base,1298.0
Rimantadine Hydrochloride,3-10,9.0,1,exact_base,1298.0
Rimantadine Hydrochloride,11-17,30.0,1,exact_base,1298.0
Rimegepant,0-2,0.0,1,exact_full,3133.0
Rimegepant,3-10,2.0,1,exact_full,3133.0
Rimegepant,11-17,1816.0,1,exact_full,3133.0
Rimexolone,0-2,0.0,1,exact_full,2255.0
Rimexolone,0-2,0.0,1,exact_full,2256.0
Rimexolone,3-10,0.5,1,exact_full,2255.0
Rimexolone,3-10,0.5,1,exact_full,2256.0
Rimexolone,11-17,0.5,1,exact_full,2255.0
Rimexolone,11-17,0.5,1,exact_full,2256.0
Riociguat,0-2,3.0,1,exact_full,2904.0
Riociguat,3-10,0.0,1,exact_full,2904.0
Riociguat,11-17,55.0,1,exact_full,2904.0
Risankizumab-rzaa,0-2,0.0,1,fuzzy_base:100.0,3126.0
Risankizumab-rzaa,3-10,0.0,1,fuzzy_base:100.0,3126.0
Risankizumab-rzaa,11-17,154.0,1,fuzzy_base:100.0,3126.0
Risdiplam,0-2,77.0,1,exact_full,3194.0
Risdiplam,3-10,1031.0,1,exact_full,3194.0
Risdiplam,11-17,607.0,1,exact_full,3194.0
Risedronate Sodium,0-2,0.0,0,no_match,
Risedronate Sodium,3-10,2.0,0,no_match,
Risedronate Sodium,11-17,41.0,0,no_match,
Risperidone,0-2,225.0,1,exact_full,2015.0
Risperidone,3-10,166841.0,1,exact_full,2015.0
Risperidone,11-17,337729.0,1,exact_full,2015.0
Ritlecitinib,0-2,0.0,1,exact_full,3229.0
Ritlecitinib,3-10,0.0,1,exact_full,3229.0
Ritlecitinib,11-17,172.0,1,exact_full,3229.0
Ritonavir,0-2,5.0,1,exact_full,2404.0
Ritonavir,3-10,363.0,1,exact_full,2404.0
Ritonavir,11-17,312.0,1,exact_full,2404.0
Rituximab,0-2,0.0,1,exact_full,2479.0
Rituximab,3-10,20.0,1,exact_full,2479.0
Rituximab,11-17,31.0,1,exact_full,2479.0
riTUXimab-abbs,0-2,0.0,1,fuzzy_base:100.0,2479.0
riTUXimab-abbs,3-10,0.0,1,fuzzy_base:100.0,2479.0
riTUXimab-abbs,11-17,2.0,1,fuzzy_base:100.0,2479.0
riTUXimab-pvvr,0-2,0.0,1,fuzzy_base:100.0,2479.0
riTUXimab-pvvr,3-10,1.0,1,fuzzy_base:100.0,2479.0
riTUXimab-pvvr,11-17,6.0,1,fuzzy_base:100.0,2479.0
Rivaroxaban,0-2,117.0,1,exact_full,2821.0
Rivaroxaban,3-10,690.0,1,exact_full,2821.0
Rivaroxaban,11-17,3983.0,1,exact_full,2821.0
Rivaroxaban;Rivaroxaban,0-2,0.0,1,fuzzy_base:100.0,2821.0
Rivaroxaban;Rivaroxaban,3-10,0.0,1,fuzzy_base:100.0,2821.0
Rivaroxaban;Rivaroxaban,11-17,72.0,1,fuzzy_base:100.0,2821.0
Rivastigmine,0-2,0.0,1,exact_full,2530.0
Rivastigmine,3-10,1.0,1,exact_full,2530.0
Rivastigmine,11-17,5.0,1,exact_full,2530.0
Rivastigmine Tartrate,0-2,0.0,1,exact_base,2530.0
Rivastigmine Tartrate,3-10,0.0,1,exact_base,2530.0
Rivastigmine Tartrate,11-17,9.0,1,exact_base,2530.0
Rizatriptan Benzoate,0-2,16.0,1,fuzzy_base:100.0,2410.0
Rizatriptan Benzoate,3-10,18297.0,1,fuzzy_base:100.0,2410.0
Rizatriptan Benzoate,11-17,116414.0,1,fuzzy_base:100.0,2410.0
Roflumilast,0-2,0.0,1,exact_full,2660.0
Roflumilast,0-2,0.0,1,exact_full,2661.0
Roflumilast,3-10,14.5,1,exact_full,2660.0
Roflumilast,3-10,14.5,1,exact_full,2661.0
Roflumilast,11-17,138.5,1,exact_full,2660.0
Roflumilast,11-17,138.5,1,exact_full,2661.0
Romiplostim,0-2,22.0,1,exact_full,2877.0
Romiplostim,3-10,227.0,1,exact_full,2877.0
Romiplostim,11-17,542.0,1,exact_full,2877.0
Ropeginterferon Alfa-2b-njft,0-2,0.0,1,fuzzy_base:100.0,3159.0
Ropeginterferon Alfa-2b-njft,3-10,0.0,1,fuzzy_base:100.0,3159.0
Ropeginterferon Alfa-2b-njft,11-17,1.0,1,fuzzy_base:100.0,3159.0
Ropinirole Hydrochloride,0-2,2.0,1,exact_base,2346.0
Ropinirole Hydrochloride,3-10,200.0,1,exact_base,2346.0
Ropinirole Hydrochloride,11-17,1666.0,1,exact_base,2346.0
Ropivacaine Hydrochloride,0-2,0.0,1,exact_base,2017.0
Ropivacaine Hydrochloride,3-10,1.0,1,exact_base,2017.0
Ropivacaine Hydrochloride,11-17,2.0,1,exact_base,2017.0
Rosiglitazone Maleate,0-2,0.0,1,exact_base,2400.0
Rosiglitazone Maleate,3-10,4.0,1,exact_base,2400.0
Rosiglitazone Maleate,11-17,7.0,1,exact_base,2400.0
Rosuvastatin Calcium,0-2,20.0,1,exact_base,2659.0
Rosuvastatin Calcium,3-10,529.0,1,exact_base,2659.0
Rosuvastatin Calcium,11-17,4044.0,1,exact_base,2659.0
"Rotavirus Vaccine, Live",0-2,67.0,0,no_match,
"Rotavirus Vaccine, Live",3-10,0.0,0,no_match,
"Rotavirus Vaccine, Live",11-17,0.0,0,no_match,
"Rotavirus Vaccine, Live, Pentavalent",0-2,253.0,0,no_match,
"Rotavirus Vaccine, Live, Pentavalent",3-10,0.0,0,no_match,
"Rotavirus Vaccine, Live, Pentavalent",11-17,0.0,0,no_match,
Rotigotine,0-2,4.0,1,exact_full,2804.0
Rotigotine,3-10,2.0,1,exact_full,2804.0
Rotigotine,11-17,35.0,1,exact_full,2804.0
Rufinamide,0-2,424.0,1,exact_full,2327.0
Rufinamide,3-10,7879.0,1,exact_full,2327.0
Rufinamide,11-17,10403.0,1,exact_full,2327.0
Ruxolitinib,0-2,12.0,1,exact_full,2931.0
Ruxolitinib,0-2,12.0,1,exact_full,2932.0
Ruxolitinib,3-10,165.5,1,exact_full,2931.0
Ruxolitinib,3-10,165.5,1,exact_full,2932.0
Ruxolitinib,11-17,2404.0,1,exact_full,2931.0
Ruxolitinib,11-17,2404.0,1,exact_full,2932.0
Ruxolitinib Phosphate,0-2,24.5,1,exact_base,2931.0
Ruxolitinib Phosphate,0-2,24.5,1,exact_base,2932.0
Ruxolitinib Phosphate,3-10,119.5,1,exact_base,2931.0
Ruxolitinib Phosphate,3-10,119.5,1,exact_base,2932.0
Ruxolitinib Phosphate,11-17,312.0,1,exact_base,2931.0
Ruxolitinib Phosphate,11-17,312.0,1,exact_base,2932.0
Saccharin Sodium,0-2,27.0,0,no_match,
Saccharin Sodium,3-10,85.0,0,no_match,
Saccharin Sodium,11-17,26.0,0,no_match,
Saccharomyces Boulardii,0-2,50.0,0,no_match,
Saccharomyces Boulardii,3-10,45.0,0,no_match,
Saccharomyces Boulardii,11-17,31.0,0,no_match,
Sacrosidase,0-2,136.0,1,exact_full,2558.0
Sacrosidase,3-10,1258.0,1,exact_full,2558.0
Sacrosidase,11-17,1631.0,1,exact_full,2558.0
Sacubitril/Valsartan,0-2,84.0,1,ingredient:valsartan,2332.0
Sacubitril/Valsartan,3-10,353.0,1,ingredient:valsartan,2332.0
Sacubitril/Valsartan,11-17,575.0,1,ingredient:valsartan,2332.0
Safflower Oil,0-2,22.0,0,no_match,
Safflower Oil,3-10,0.0,0,no_match,
Safflower Oil,11-17,2.0,0,no_match,
Salicylic Acid,0-2,55.5,1,exact_full,1307.0
Salicylic Acid,0-2,55.5,1,exact_full,1308.0
Salicylic Acid,3-10,1919.5,1,exact_full,1307.0
Salicylic Acid,3-10,1919.5,1,exact_full,1308.0
Salicylic Acid,11-17,3206.5,1,exact_full,1307.0
Salicylic Acid,11-17,3206.5,1,exact_full,1308.0
Salicylic Acid;Cleanser,0-2,2.0,1,fuzzy_base:100.0,1307.0
Salicylic Acid;Cleanser,0-2,2.0,1,fuzzy_base:100.0,1308.0
Salicylic Acid;Cleanser,3-10,41.5,1,fuzzy_base:100.0,1307.0
Salicylic Acid;Cleanser,3-10,41.5,1,fuzzy_base:100.0,1308.0
Salicylic Acid;Cleanser,11-17,313.0,1,fuzzy_base:100.0,1307.0
Salicylic Acid;Cleanser,11-17,313.0,1,fuzzy_base:100.0,1308.0
Salicylic Acid;Salicylic Acid,0-2,0.0,1,fuzzy_base:100.0,1307.0
Salicylic Acid;Salicylic Acid,0-2,0.0,1,fuzzy_base:100.0,1308.0
Salicylic Acid;Salicylic Acid,3-10,2.5,1,fuzzy_base:100.0,1307.0
Salicylic Acid;Salicylic Acid,3-10,2.5,1,fuzzy_base:100.0,1308.0
Salicylic Acid;Salicylic Acid,11-17,14.0,1,fuzzy_base:100.0,1307.0
Salicylic Acid;Salicylic Acid,11-17,14.0,1,fuzzy_base:100.0,1308.0
Salicylic Acid/Sodium Thiosulfate,0-2,1.0,1,ingredient:salicylic acid,1307.0
Salicylic Acid/Sodium Thiosulfate,0-2,1.0,1,ingredient:salicylic acid,1308.0
Salicylic Acid/Sodium Thiosulfate,3-10,0.5,1,ingredient:salicylic acid,1307.0
Salicylic Acid/Sodium Thiosulfate,3-10,0.5,1,ingredient:salicylic acid,1308.0
Salicylic Acid/Sodium Thiosulfate,11-17,1.5,1,ingredient:salicylic acid,1307.0
Salicylic Acid/Sodium Thiosulfate,11-17,1.5,1,ingredient:salicylic acid,1308.0
Salicylic Acid/Sulfur,0-2,1.5,1,ingredient:salicylic acid,1307.0
Salicylic Acid/Sulfur,0-2,1.5,1,ingredient:salicylic acid,1308.0
Salicylic Acid/Sulfur,3-10,1.0,1,ingredient:salicylic acid,1307.0
Salicylic Acid/Sulfur,3-10,1.0,1,ingredient:salicylic acid,1308.0
Salicylic Acid/Sulfur,11-17,12.5,1,ingredient:salicylic acid,1307.0
Salicylic Acid/Sulfur,11-17,12.5,1,ingredient:salicylic acid,1308.0
Saliva Substitutes,0-2,0.0,0,no_match,
Saliva Substitutes,3-10,25.0,0,no_match,
Saliva Substitutes,11-17,67.0,0,no_match,
Salmeterol Xinafoate,0-2,0.0,1,fuzzy_base:100.0,2026.0
Salmeterol Xinafoate,3-10,276.0,1,fuzzy_base:100.0,2026.0
Salmeterol Xinafoate,11-17,443.0,1,fuzzy_base:100.0,2026.0
Salsalate,0-2,1.0,1,exact_full,2025.0
Salsalate,3-10,4.0,1,exact_full,2025.0
Salsalate,11-17,94.0,1,exact_full,2025.0
Sapropterin,0-2,0.0,1,exact_full,1559.0
Sapropterin,3-10,30.0,1,exact_full,1559.0
Sapropterin,11-17,1.0,1,exact_full,1559.0
Sapropterin Dihydrochloride,0-2,1078.0,1,fuzzy_base:100.0,1559.0
Sapropterin Dihydrochloride,3-10,7467.0,1,fuzzy_base:100.0,1559.0
Sapropterin Dihydrochloride,11-17,5842.0,1,fuzzy_base:100.0,1559.0
Sarecycline,0-2,0.0,1,exact_full,3144.0
Sarecycline,3-10,59.0,1,exact_full,3144.0
Sarecycline,11-17,25852.0,1,exact_full,3144.0
Sargramostim,0-2,205.0,1,exact_full,2329.0
Sargramostim,3-10,643.0,1,exact_full,2329.0
Sargramostim,11-17,175.0,1,exact_full,2329.0
Sarilumab,0-2,0.0,1,exact_full,3059.0
Sarilumab,3-10,0.0,1,exact_full,3059.0
Sarilumab,11-17,9.0,1,exact_full,3059.0
"SARS-COV-2 (COVID-19) Vaccine, mRNA (Moderna)",0-2,2341.0,0,no_match,
"SARS-COV-2 (COVID-19) Vaccine, mRNA (Moderna)",3-10,28403.0,0,no_match,
"SARS-COV-2 (COVID-19) Vaccine, mRNA (Moderna)",11-17,34994.0,0,no_match,
"SARS-COV-2 (COVID-19) Vaccine, mRNA (Pfizer)",0-2,807.0,0,no_match,
"SARS-COV-2 (COVID-19) Vaccine, mRNA (Pfizer)",3-10,563161.0,0,no_match,
"SARS-COV-2 (COVID-19) Vaccine, mRNA (Pfizer)",11-17,1440725.0,0,no_match,
Satralizumab-mwge,0-2,0.0,1,fuzzy_base:100.0,3180.0
Satralizumab-mwge,3-10,11.0,1,fuzzy_base:100.0,3180.0
Satralizumab-mwge,11-17,6.0,1,fuzzy_base:100.0,3180.0
Scopolamine,0-2,91.0,1,exact_full,1309.0
Scopolamine,0-2,91.0,1,exact_full,1310.0
Scopolamine,0-2,91.0,1,exact_full,1311.0
Scopolamine,3-10,1760.3333333333333,1,exact_full,1309.0
Scopolamine,3-10,1760.3333333333333,1,exact_full,1310.0
Scopolamine,3-10,1760.3333333333333,1,exact_full,1311.0
Scopolamine,11-17,8079.666666666667,1,exact_full,1309.0
Scopolamine,11-17,8079.666666666667,1,exact_full,1310.0
Scopolamine,11-17,8079.666666666667,1,exact_full,1311.0
Scopolamine Hydrobromide,0-2,0.0,1,exact_base,1309.0
Scopolamine Hydrobromide,0-2,0.0,1,exact_base,1310.0
Scopolamine Hydrobromide,0-2,0.0,1,exact_base,1311.0
Scopolamine Hydrobromide,3-10,0.0,1,exact_base,1309.0
Scopolamine Hydrobromide,3-10,0.0,1,exact_base,1310.0
Scopolamine Hydrobromide,3-10,0.0,1,exact_base,1311.0
Scopolamine Hydrobromide,11-17,0.3333333333333333,1,exact_base,1309.0
Scopolamine Hydrobromide,11-17,0.3333333333333333,1,exact_base,1310.0
Scopolamine Hydrobromide,11-17,0.3333333333333333,1,exact_base,1311.0
Sebelipase Alfa,0-2,0.0,1,exact_full,3080.0
Sebelipase Alfa,3-10,85.0,1,exact_full,3080.0
Sebelipase Alfa,11-17,94.0,1,exact_full,3080.0
Secnidazole,0-2,0.0,1,exact_full,2029.0
Secnidazole,3-10,0.0,1,exact_full,2029.0
Secnidazole,11-17,103.0,1,exact_full,2029.0
Secukinumab,0-2,10.0,1,exact_full,2970.0
Secukinumab,3-10,128.0,1,exact_full,2970.0
Secukinumab,11-17,1317.0,1,exact_full,2970.0
Selegiline,0-2,0.0,1,exact_full,1314.0
Selegiline,3-10,0.0,1,exact_full,1314.0
Selegiline,11-17,115.0,1,exact_full,1314.0
Selegiline Hydrochloride,0-2,0.0,1,exact_base,1314.0
Selegiline Hydrochloride,3-10,99.0,1,exact_base,1314.0
Selegiline Hydrochloride,11-17,84.0,1,exact_base,1314.0
Selenium,0-2,0.0,1,fuzzy_base:100.0,2030.0
Selenium,3-10,17.0,1,fuzzy_base:100.0,2030.0
Selenium,11-17,20.0,1,fuzzy_base:100.0,2030.0
Selenium Sulfide,0-2,1449.0,1,exact_full,2030.0
Selenium Sulfide,3-10,4680.0,1,exact_full,2030.0
Selenium Sulfide,11-17,18727.0,1,exact_full,2030.0
Selexipag,0-2,21.0,1,exact_full,2854.0
Selexipag,3-10,214.0,1,exact_full,2854.0
Selexipag,11-17,531.0,1,exact_full,2854.0
Selexipag;Selexipag,0-2,0.0,1,fuzzy_base:100.0,2854.0
Selexipag;Selexipag,3-10,8.0,1,fuzzy_base:100.0,2854.0
Selexipag;Selexipag,11-17,27.0,1,fuzzy_base:100.0,2854.0
Selinexor,0-2,0.0,1,exact_full,3046.0
Selinexor,3-10,6.0,1,exact_full,3046.0
Selinexor,11-17,0.0,1,exact_full,3046.0
Selumetinib,0-2,3.0,1,exact_full,2950.0
Selumetinib,3-10,675.0,1,exact_full,2950.0
Selumetinib,11-17,1149.0,1,exact_full,2950.0
Semaglutide,0-2,9.0,1,exact_full,3058.0
Semaglutide,3-10,47.0,1,exact_full,3058.0
Semaglutide,11-17,6333.0,1,exact_full,3058.0
Senna,0-2,0.0,0,no_match,
Senna,3-10,0.0,0,no_match,
Senna,11-17,1.0,0,no_match,
Senna Leaf Extract,0-2,6.0,0,no_match,
Senna Leaf Extract,3-10,37.0,0,no_match,
Senna Leaf Extract,11-17,17.0,0,no_match,
Sennosides,0-2,369.0,1,fuzzy_base:100.0,2986.0
Sennosides,3-10,1632.0,1,fuzzy_base:100.0,2986.0
Sennosides,11-17,786.0,1,fuzzy_base:100.0,2986.0
Sennosides A and B,0-2,0.0,0,no_match,
Sennosides A and B,3-10,21.0,0,no_match,
Sennosides A and B,11-17,61.0,0,no_match,
Serine,0-2,0.0,0,no_match,
Serine,3-10,0.0,0,no_match,
Serine,11-17,3.0,0,no_match,
Sertaconazole Nitrate,0-2,1.5,1,exact_base,2031.0
Sertaconazole Nitrate,0-2,1.5,1,exact_base,2032.0
Sertaconazole Nitrate,3-10,6.0,1,exact_base,2031.0
Sertaconazole Nitrate,3-10,6.0,1,exact_base,2032.0
Sertaconazole Nitrate,11-17,16.0,1,exact_base,2031.0
Sertaconazole Nitrate,11-17,16.0,1,exact_base,2032.0
Sertraline Hydrochloride,0-2,415.0,1,exact_base,2033.0
Sertraline Hydrochloride,3-10,331164.0,1,exact_base,2033.0
Sertraline Hydrochloride,11-17,2261857.0,1,exact_base,2033.0
"Set, Administration, Intravenous, Needle-Free",0-2,1.0,0,no_match,
"Set, Administration, Intravenous, Needle-Free",3-10,0.0,0,no_match,
"Set, Administration, Intravenous, Needle-Free",11-17,3.0,0,no_match,
Setmelanotide,0-2,0.0,1,exact_full,3102.0
Setmelanotide,3-10,17.0,1,exact_full,3102.0
Setmelanotide,11-17,42.0,1,exact_full,3102.0
Sevelamer Carbonate,0-2,183.0,1,exact_base,2559.0
Sevelamer Carbonate,3-10,586.0,1,exact_base,2559.0
Sevelamer Carbonate,11-17,1126.0,1,exact_base,2559.0
Sevelamer Hydrochloride,0-2,0.0,1,exact_base,2559.0
Sevelamer Hydrochloride,3-10,31.0,1,exact_base,2559.0
Sevelamer Hydrochloride,11-17,161.0,1,exact_base,2559.0
"Shampoo, Multi Ingredient",0-2,2.0,0,no_match,
"Shampoo, Multi Ingredient",3-10,1.0,0,no_match,
"Shampoo, Multi Ingredient",11-17,2.0,0,no_match,
Short Ragweed Pollen Allergen Extract,0-2,0.0,0,no_match,
Short Ragweed Pollen Allergen Extract,3-10,54.0,0,no_match,
Short Ragweed Pollen Allergen Extract,11-17,47.0,0,no_match,
Sildenafil Citrate,0-2,4679.0,1,exact_base,2498.0
Sildenafil Citrate,3-10,6020.0,1,exact_base,2498.0
Sildenafil Citrate,11-17,3050.0,1,exact_base,2498.0
"Silica Gel, Micronized",0-2,4.0,0,no_match,
"Silica Gel, Micronized",3-10,38.0,0,no_match,
"Silica Gel, Micronized",11-17,6.0,0,no_match,
Silicone,0-2,0.0,0,no_match,
Silicone,3-10,0.0,0,no_match,
Silicone,11-17,5.0,0,no_match,
Silodosin,0-2,7.0,1,exact_full,2833.0
Silodosin,3-10,22.0,1,exact_full,2833.0
Silodosin,11-17,124.0,1,exact_full,2833.0
Silver,0-2,0.0,1,exact_full,1316.0
Silver,3-10,3.0,1,exact_full,1316.0
Silver,11-17,12.0,1,exact_full,1316.0
Silver Nitrate,0-2,0.0,1,exact_full,1317.0
Silver Nitrate,3-10,1.0,1,exact_full,1317.0
Silver Nitrate,11-17,3.0,1,exact_full,1317.0
Silver Sulfadiazine,0-2,22619.0,1,exact_full,1318.0
Silver Sulfadiazine,3-10,18270.0,1,exact_full,1318.0
Silver Sulfadiazine,11-17,28322.0,1,exact_full,1318.0
Simethicone,0-2,303.0,0,no_match,
Simethicone,3-10,123.0,0,no_match,
Simethicone,11-17,127.0,0,no_match,
Simvastatin,0-2,35.0,1,exact_full,2036.0
Simvastatin,3-10,417.0,1,exact_full,2036.0
Simvastatin,11-17,4883.0,1,exact_full,2036.0
Sinecatechins,0-2,55.0,1,exact_full,2849.0
Sinecatechins,3-10,887.0,1,exact_full,2849.0
Sinecatechins,11-17,556.0,1,exact_full,2849.0
Sirolimus,0-2,475.0,1,exact_full,1997.0
Sirolimus,0-2,475.0,1,exact_full,1998.0
Sirolimus,0-2,475.0,1,exact_full,1999.0
Sirolimus,3-10,1771.6666666666667,1,exact_full,1997.0
Sirolimus,3-10,1771.6666666666667,1,exact_full,1998.0
Sirolimus,3-10,1771.6666666666667,1,exact_full,1999.0
Sirolimus,11-17,3271.0,1,exact_full,1997.0
Sirolimus,11-17,3271.0,1,exact_full,1998.0
Sirolimus,11-17,3271.0,1,exact_full,1999.0
Sitagliptin Phosphate,0-2,0.0,1,exact_base,2771.0
Sitagliptin Phosphate,3-10,4.0,1,exact_base,2771.0
Sitagliptin Phosphate,11-17,560.0,1,exact_base,2771.0
Sodium Benzoate,0-2,53.0,1,fuzzy_base:100.0,1616.0
Sodium Benzoate,3-10,44.0,1,fuzzy_base:100.0,1616.0
Sodium Benzoate,11-17,0.0,1,fuzzy_base:100.0,1616.0
Sodium Bicarbonate,0-2,4368.0,1,exact_full,2039.0
Sodium Bicarbonate,0-2,4368.0,1,exact_full,2040.0
Sodium Bicarbonate,3-10,2164.0,1,exact_full,2039.0
Sodium Bicarbonate,3-10,2164.0,1,exact_full,2040.0
Sodium Bicarbonate,11-17,677.0,1,exact_full,2039.0
Sodium Bicarbonate,11-17,677.0,1,exact_full,2040.0
Sodium Bicarbonate/Sodium Chloride,0-2,0.017857142857142856,1,exact_base,79.0
Sodium Bicarbonate/Sodium Chloride,0-2,0.017857142857142856,1,exact_base,80.0
Sodium Bicarbonate/Sodium Chloride,0-2,0.017857142857142856,1,exact_base,208.0
Sodium Bicarbonate/Sodium Chloride,0-2,0.017857142857142856,1,exact_base,209.0
Sodium Bicarbonate/Sodium Chloride,0-2,0.017857142857142856,1,exact_base,210.0
Sodium Bicarbonate/Sodium Chloride,0-2,0.017857142857142856,1,exact_base,211.0
Sodium Bicarbonate/Sodium Chloride,0-2,0.017857142857142856,1,exact_base,212.0
Sodium Bicarbonate/Sodium Chloride,0-2,0.017857142857142856,1,exact_base,213.0
Sodium Bicarbonate/Sodium Chloride,0-2,0.017857142857142856,1,exact_base,214.0
Sodium Bicarbonate/Sodium Chloride,0-2,0.017857142857142856,1,exact_base,215.0
Sodium Bicarbonate/Sodium Chloride,0-2,0.017857142857142856,1,exact_base,216.0
Sodium Bicarbonate/Sodium Chloride,0-2,0.017857142857142856,1,exact_base,849.0
Sodium Bicarbonate/Sodium Chloride,0-2,0.017857142857142856,1,exact_base,850.0
Sodium Bicarbonate/Sodium Chloride,0-2,0.017857142857142856,1,exact_base,856.0
Sodium Bicarbonate/Sodium Chloride,0-2,0.017857142857142856,1,exact_base,857.0
Sodium Bicarbonate/Sodium Chloride,0-2,0.017857142857142856,1,exact_base,858.0
Sodium Bicarbonate/Sodium Chloride,0-2,0.017857142857142856,1,exact_base,859.0
Sodium Bicarbonate/Sodium Chloride,0-2,0.017857142857142856,1,exact_base,860.0
Sodium Bicarbonate/Sodium Chloride,0-2,0.017857142857142856,1,exact_base,1209.0
Sodium Bicarbonate/Sodium Chloride,0-2,0.017857142857142856,1,exact_base,1210.0
Sodium Bicarbonate/Sodium Chloride,0-2,0.017857142857142856,1,exact_base,1321.0
Sodium Bicarbonate/Sodium Chloride,0-2,0.017857142857142856,1,exact_base,1322.0
Sodium Bicarbonate/Sodium Chloride,0-2,0.017857142857142856,1,exact_base,1323.0
Sodium Bicarbonate/Sodium Chloride,0-2,0.017857142857142856,1,exact_base,1581.0
Sodium Bicarbonate/Sodium Chloride,0-2,0.017857142857142856,1,exact_base,1876.0
Sodium Bicarbonate/Sodium Chloride,0-2,0.017857142857142856,1,exact_base,1877.0
Sodium Bicarbonate/Sodium Chloride,0-2,0.017857142857142856,1,exact_base,1878.0
Sodium Bicarbonate/Sodium Chloride,0-2,0.017857142857142856,1,exact_base,1973.0
Sodium Bicarbonate/Sodium Chloride,0-2,0.017857142857142856,1,exact_base,2039.0
Sodium Bicarbonate/Sodium Chloride,0-2,0.017857142857142856,1,exact_base,2040.0
Sodium Bicarbonate/Sodium Chloride,0-2,0.017857142857142856,1,exact_base,2042.0
Sodium Bicarbonate/Sodium Chloride,0-2,0.017857142857142856,1,exact_base,2043.0
Sodium Bicarbonate/Sodium Chloride,0-2,0.017857142857142856,1,exact_base,2044.0
